0.0	0.8999909608347864	[0.87, 0.92]	---------------------------------------------------------------------|-*-|------
4.008016E-4	0.9065730839830339	[0.877, 0.926]	----------------------------------------------------------------------|-*-|-----
8.016032E-4	0.9064391839346139	[0.877, 0.926]	----------------------------------------------------------------------|-*-|-----
0.0012024047	0.900787942381607	[0.871, 0.921]	---------------------------------------------------------------------|--*|------
0.0016032064	0.8967105721426571	[0.866, 0.917]	---------------------------------------------------------------------|-*-|------
0.002004008	0.8955072504145205	[0.865, 0.916]	---------------------------------------------------------------------|-*-|------
0.0024048097	0.9047583017544979	[0.875, 0.924]	----------------------------------------------------------------------|-*|------
0.0028056114	0.9047878887690602	[0.875, 0.924]	----------------------------------------------------------------------|-*|------
0.003206413	0.8958502515981218	[0.865, 0.917]	---------------------------------------------------------------------|-*-|------
0.0036072147	0.8948649074422614	[0.864, 0.916]	---------------------------------------------------------------------|-*-|------
0.004008016	0.8922553770903048	[0.862, 0.913]	--------------------------------------------------------------------|--*-|------
0.0044088177	0.9085371331369934	[0.879, 0.928]	----------------------------------------------------------------------|-*-|-----
0.0048096194	0.9011558500389153	[0.871, 0.921]	---------------------------------------------------------------------|--*|------
0.005210421	0.9043533229888888	[0.875, 0.924]	----------------------------------------------------------------------|-*|------
0.0056112227	0.9025597940678765	[0.873, 0.922]	---------------------------------------------------------------------|--*|------
0.0060120244	0.9011813889600294	[0.871, 0.921]	---------------------------------------------------------------------|--*|------
0.006412826	0.8954940213140251	[0.865, 0.916]	---------------------------------------------------------------------|-*-|------
0.0068136277	0.8906569557548818	[0.86, 0.912]	--------------------------------------------------------------------|--*|-------
0.0072144293	0.8933713162508142	[0.863, 0.914]	---------------------------------------------------------------------|-*-|------
0.007615231	0.9033161248236107	[0.874, 0.923]	---------------------------------------------------------------------|--*|------
0.008016032	0.8966082092672947	[0.866, 0.917]	---------------------------------------------------------------------|-*-|------
0.008416833	0.9018456635129848	[0.872, 0.922]	---------------------------------------------------------------------|--*|------
0.008817635	0.8918434139620832	[0.861, 0.913]	--------------------------------------------------------------------|--*-|------
0.009218436	0.9068809613303186	[0.878, 0.926]	----------------------------------------------------------------------|-*-|-----
0.009619237	0.8975069995146263	[0.867, 0.918]	---------------------------------------------------------------------|-*-|------
0.010020038	0.9146326935198215	[0.886, 0.933]	----------------------------------------------------------------------|--*|-----
0.010420839	0.9051815970967925	[0.876, 0.925]	----------------------------------------------------------------------|-*-|-----
0.0108216405	0.8983838949188088	[0.868, 0.919]	---------------------------------------------------------------------|-*-|------
0.011222442	0.8905059272321193	[0.86, 0.912]	--------------------------------------------------------------------|--*|-------
0.011623243	0.8957867849239728	[0.865, 0.916]	---------------------------------------------------------------------|-*-|------
0.012024044	0.8889135523103175	[0.858, 0.91]	--------------------------------------------------------------------|--*|-------
0.012424845	0.9034044408772409	[0.874, 0.923]	---------------------------------------------------------------------|--*|------
0.012825646	0.9037650572045824	[0.874, 0.924]	---------------------------------------------------------------------|--*|------
0.013226448	0.8992611541191109	[0.869, 0.92]	---------------------------------------------------------------------|-*-|------
0.013627249	0.9063203115890416	[0.877, 0.926]	----------------------------------------------------------------------|-*-|-----
0.01402805	0.9054692490125702	[0.876, 0.925]	----------------------------------------------------------------------|-*-|-----
0.014428851	0.8971460142379285	[0.867, 0.918]	---------------------------------------------------------------------|-*-|------
0.014829652	0.8977105559666521	[0.868, 0.918]	---------------------------------------------------------------------|-*-|------
0.015230454	0.8954124889609033	[0.865, 0.916]	---------------------------------------------------------------------|-*-|------
0.015631255	0.8994840320381804	[0.869, 0.92]	---------------------------------------------------------------------|-*-|------
0.016032057	0.8903726931439818	[0.859, 0.912]	--------------------------------------------------------------------|--*|-------
0.016432859	0.8998108174575395	[0.87, 0.92]	---------------------------------------------------------------------|-*-|------
0.016833661	0.8918261440141145	[0.861, 0.913]	--------------------------------------------------------------------|--*-|------
0.017234463	0.896792220829879	[0.867, 0.917]	---------------------------------------------------------------------|-*-|------
0.017635265	0.9014015600396159	[0.872, 0.921]	---------------------------------------------------------------------|--*|------
0.018036067	0.8976865654688385	[0.868, 0.918]	---------------------------------------------------------------------|-*-|------
0.01843687	0.9011013913913787	[0.871, 0.921]	---------------------------------------------------------------------|--*|------
0.018837672	0.8952177865998122	[0.865, 0.916]	---------------------------------------------------------------------|-*-|------
0.019238474	0.8974793247699194	[0.867, 0.918]	---------------------------------------------------------------------|-*-|------
