Purity	Accuracy	a	b
0.28657293	0.8191416909897482	[0.815, 0.823]	---------------------------------------------------------------------------------||-----------------
0.28757495	0.8177585456549877	[0.814, 0.822]	---------------------------------------------------------------------------------||-----------------
0.28857696	0.8193779614546488	[0.815, 0.823]	---------------------------------------------------------------------------------||-----------------
0.28957897	0.8181079876970311	[0.814, 0.822]	---------------------------------------------------------------------------------||-----------------
0.290581	0.817760565556999	[0.814, 0.822]	---------------------------------------------------------------------------------||-----------------
0.291583	0.8197485914207109	[0.816, 0.824]	---------------------------------------------------------------------------------||-----------------
0.29258502	0.8187254622384746	[0.815, 0.822]	---------------------------------------------------------------------------------||-----------------
0.29358703	0.8189567717886725	[0.815, 0.823]	---------------------------------------------------------------------------------||-----------------
0.29458904	0.8185439216699278	[0.815, 0.822]	---------------------------------------------------------------------------------||-----------------
0.29559106	0.817036637804408	[0.813, 0.821]	---------------------------------------------------------------------------------||-----------------
0.29659307	0.8182715944487691	[0.814, 0.822]	---------------------------------------------------------------------------------||-----------------
0.29759508	0.8166764170144959	[0.813, 0.82]	---------------------------------------------------------------------------------||-----------------
0.2985971	0.8170579561090245	[0.813, 0.821]	---------------------------------------------------------------------------------||-----------------
0.2995991	0.817676569134819	[0.814, 0.821]	---------------------------------------------------------------------------------||-----------------
0.30060112	0.8162798171609569	[0.812, 0.82]	---------------------------------------------------------------------------------||-----------------
0.30160314	0.8161338945484059	[0.812, 0.82]	---------------------------------------------------------------------------------||-----------------
0.30260515	0.816544022845389	[0.813, 0.82]	---------------------------------------------------------------------------------||-----------------
0.30360717	0.8155282734237448	[0.812, 0.819]	---------------------------------------------------------------------------------|------------------
0.30460918	0.8173294780147785	[0.813, 0.821]	---------------------------------------------------------------------------------||-----------------
0.3056112	0.8160840529781093	[0.812, 0.82]	---------------------------------------------------------------------------------||-----------------
0.3066132	0.816379005187656	[0.812, 0.82]	---------------------------------------------------------------------------------||-----------------
0.30761522	0.8145740266037595	[0.811, 0.818]	---------------------------------------------------------------------------------|------------------
0.30861723	0.814699118890438	[0.811, 0.818]	---------------------------------------------------------------------------------|------------------
0.30961925	0.814904428621797	[0.811, 0.819]	---------------------------------------------------------------------------------|------------------
0.31062126	0.8142558610633205	[0.81, 0.818]	---------------------------------------------------------------------------------|------------------
0.31162328	0.814593700495639	[0.811, 0.818]	---------------------------------------------------------------------------------|------------------
0.3126253	0.8129881667405191	[0.809, 0.817]	--------------------------------------------------------------------------------||------------------
0.3136273	0.8125971677493571	[0.809, 0.816]	--------------------------------------------------------------------------------||------------------
0.31462932	0.8131057108305861	[0.809, 0.817]	--------------------------------------------------------------------------------||------------------
0.31563133	0.8125499139818102	[0.809, 0.816]	--------------------------------------------------------------------------------||------------------
0.31663334	0.8122538108879799	[0.808, 0.816]	--------------------------------------------------------------------------------||------------------
0.31763536	0.813266270384851	[0.809, 0.817]	--------------------------------------------------------------------------------||------------------
0.31863737	0.8122486935183503	[0.808, 0.816]	--------------------------------------------------------------------------------||------------------
0.31963938	0.8134880854071943	[0.81, 0.817]	---------------------------------------------------------------------------------|------------------
0.3206414	0.8107425433313858	[0.807, 0.815]	--------------------------------------------------------------------------------||------------------
0.3216434	0.8091274512030542	[0.805, 0.813]	--------------------------------------------------------------------------------||------------------
0.32264543	0.8102812333679437	[0.806, 0.814]	--------------------------------------------------------------------------------||------------------
0.32364744	0.8086430815974827	[0.805, 0.812]	--------------------------------------------------------------------------------||------------------
0.32464945	0.8086248601576114	[0.805, 0.812]	--------------------------------------------------------------------------------||------------------
0.32565147	0.8091090940717766	[0.805, 0.813]	--------------------------------------------------------------------------------||------------------
0.32665348	0.8096967269739211	[0.806, 0.814]	--------------------------------------------------------------------------------||------------------
0.3276555	0.8089330627350324	[0.805, 0.813]	--------------------------------------------------------------------------------||------------------
