Purity	Accuracy	a	b
0.076152295	0.982736388260085	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.0765531	0.9881041221928444	[0.981, 0.991]	--------------------------------------------------------------------------------------------------||
0.0769539	0.9866021738195945	[0.98, 0.99]	--------------------------------------------------------------------------------------------------||
0.07735471	0.9859629497282283	[0.979, 0.99]	-------------------------------------------------------------------------------------------------|*|
0.07775551	0.9877522610464988	[0.981, 0.991]	--------------------------------------------------------------------------------------------------||
0.078156315	0.9853712747836696	[0.978, 0.989]	-------------------------------------------------------------------------------------------------||-
0.07855712	0.984085437537261	[0.977, 0.988]	-------------------------------------------------------------------------------------------------||-
0.07895792	0.9910652796511479	[0.985, 0.994]	--------------------------------------------------------------------------------------------------||
0.07935873	0.9823649768766762	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.07975953	0.9792674196445215	[0.971, 0.984]	-------------------------------------------------------------------------------------------------||-
0.080160335	0.9854249595103097	[0.978, 0.989]	-------------------------------------------------------------------------------------------------||-
0.08056114	0.987431145825876	[0.981, 0.991]	--------------------------------------------------------------------------------------------------||
0.08096194	0.988252190064957	[0.982, 0.992]	--------------------------------------------------------------------------------------------------||
0.08136275	0.9842885656959617	[0.977, 0.988]	-------------------------------------------------------------------------------------------------||-
0.08176355	0.9812487513526236	[0.973, 0.986]	-------------------------------------------------------------------------------------------------||-
0.082164355	0.99248375848126	[0.987, 0.995]	--------------------------------------------------------------------------------------------------||
0.08256516	0.9878323597350054	[0.981, 0.991]	--------------------------------------------------------------------------------------------------||
0.08296596	0.9877708859882044	[0.981, 0.991]	--------------------------------------------------------------------------------------------------||
0.08336677	0.9842159466058236	[0.977, 0.988]	-------------------------------------------------------------------------------------------------||-
0.08376757	0.9801323707523306	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.084168375	0.9864794828836612	[0.979, 0.99]	-------------------------------------------------------------------------------------------------|*|
0.08456918	0.9828207645039557	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.08496998	0.9818399964999223	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.08537079	0.9830814316358301	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.08577159	0.9816384267148186	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.086172394	0.984022608276147	[0.977, 0.988]	-------------------------------------------------------------------------------------------------||-
0.0865732	0.9888935019405123	[0.982, 0.992]	--------------------------------------------------------------------------------------------------||
0.086974	0.9810827747854856	[0.973, 0.986]	-------------------------------------------------------------------------------------------------||-
0.08737481	0.9855608151301007	[0.978, 0.989]	-------------------------------------------------------------------------------------------------||-
0.08777561	0.9848152860976416	[0.978, 0.989]	-------------------------------------------------------------------------------------------------||-
0.088176414	0.9790415955392431	[0.971, 0.984]	-------------------------------------------------------------------------------------------------||-
0.08857722	0.9888629371860217	[0.982, 0.992]	--------------------------------------------------------------------------------------------------||
0.08897802	0.9809040419963235	[0.973, 0.986]	-------------------------------------------------------------------------------------------------||-
0.08937883	0.9806700786492557	[0.973, 0.985]	-------------------------------------------------------------------------------------------------||-
0.08977963	0.9829769340645942	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.090180434	0.9861134304325574	[0.979, 0.99]	-------------------------------------------------------------------------------------------------|*|
0.09058124	0.9823952215943597	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.09098204	0.98030916009669	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.091382846	0.9841161013002186	[0.977, 0.988]	-------------------------------------------------------------------------------------------------||-
0.09178365	0.9858010623573352	[0.979, 0.99]	-------------------------------------------------------------------------------------------------|*|
0.092184454	0.9831707067499589	[0.976, 0.987]	-------------------------------------------------------------------------------------------------||-
0.09258526	0.981115916630128	[0.973, 0.986]	-------------------------------------------------------------------------------------------------||-
0.09298606	0.9819833867389398	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.093386866	0.9806574743906402	[0.973, 0.985]	-------------------------------------------------------------------------------------------------||-
0.09378767	0.983385478160537	[0.976, 0.988]	-------------------------------------------------------------------------------------------------||-
0.094188474	0.9824955880798523	[0.975, 0.987]	-------------------------------------------------------------------------------------------------||-
0.09458928	0.980386020273041	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.09499008	0.9814004775786755	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.095390886	0.9786134020362514	[0.97, 0.984]	-------------------------------------------------------------------------------------------------||-
0.09579169	0.9818658823505517	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.096192494	0.9756055346560679	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.0965933	0.9739523457963968	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.0969941	0.9802441670488435	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.097394906	0.9747120716592033	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.09779571	0.9765371395902107	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.098196514	0.9804129673425708	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.09859732	0.9751547902236888	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.09899812	0.9725474270442955	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.099398926	0.9671889433879108	[0.957, 0.974]	-----------------------------------------------------------------------------------------------|*|--
0.09979973	0.971995301085121	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.100200534	0.9687461231743266	[0.959, 0.975]	-----------------------------------------------------------------------------------------------|*|--
0.10060134	0.9697936504065323	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.10100214	0.9733142310425962	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.101402946	0.9738354022666393	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.10180375	0.9761698087570139	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.102204554	0.9725540840275682	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.10260536	0.9753452467949928	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.10300616	0.9819045758626403	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.103406966	0.981476056683763	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.10380777	0.9783749525328991	[0.97, 0.983]	-------------------------------------------------------------------------------------------------||-
0.10420857	0.9814900148113496	[0.974, 0.986]	-------------------------------------------------------------------------------------------------||-
0.10460938	0.978822203110959	[0.971, 0.984]	-------------------------------------------------------------------------------------------------||-
0.10501018	0.9769827267427482	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.105410986	0.9786429448553335	[0.97, 0.984]	-------------------------------------------------------------------------------------------------||-
0.10581179	0.9734035905864327	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.10621259	0.9762470925620825	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.1066134	0.9754076594807197	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.1070142	0.9718537279893646	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.107415006	0.9768489516282864	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.10781581	0.9758462803122745	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.10821661	0.9744923361637787	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.10861742	0.9801051126686621	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.10901822	0.9714650590943077	[0.962, 0.978]	------------------------------------------------------------------------------------------------||--
0.109419025	0.9726936192989879	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.10981983	0.9701941530056024	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.11022063	0.9755387377627409	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.11062144	0.9720103294458219	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.11102224	0.9698518891151733	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.111423045	0.9725497753076491	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.11182385	0.974827005418327	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.11222465	0.9761021297266348	[0.967, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.11262546	0.9712316465230868	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.11302626	0.9748020663250854	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.113427065	0.9747855476437983	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.11382787	0.9718160445611714	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.11422867	0.9712088045374279	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.11462948	0.9729772838314182	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
