Purity	Accuracy	a	b
0.024048101	0.8992841706277727	[0.869, 0.92]	---------------------------------------------------------------------|-*-|------
0.025050106	0.9077745146379091	[0.879, 0.927]	----------------------------------------------------------------------|-*-|-----
0.02605211	0.8968585939691801	[0.867, 0.917]	---------------------------------------------------------------------|-*-|------
0.027054114	0.8990388598834157	[0.869, 0.919]	---------------------------------------------------------------------|-*-|------
0.028056119	0.9112779199469908	[0.883, 0.93]	----------------------------------------------------------------------|-*-|-----
0.029058123	0.90500323681868	[0.876, 0.925]	----------------------------------------------------------------------|-*-|-----
0.030060127	0.8977392569365148	[0.868, 0.918]	---------------------------------------------------------------------|-*-|------
0.031062132	0.8979375503069804	[0.868, 0.918]	---------------------------------------------------------------------|-*-|------
0.032064136	0.9027072450502448	[0.873, 0.923]	---------------------------------------------------------------------|--*|------
0.03306614	0.9036600354929856	[0.874, 0.923]	---------------------------------------------------------------------|--*|------
0.03406814	0.9120298134467706	[0.883, 0.931]	----------------------------------------------------------------------|-*-|-----
0.035070144	0.9041148606299462	[0.875, 0.924]	----------------------------------------------------------------------|-*|------
0.036072146	0.8974806660076075	[0.867, 0.918]	---------------------------------------------------------------------|-*-|------
